STARTING NiCd/NiMH CHARGE
Vmax: 10.68, Imax: 0.04, #cells: 6
V;I;tHrs;tMin;tSec;PWM
 9.10;0.04;00:08:34;088
 9.10;0.04;00:08:35;086
 9.10;0.03;00:08:36;088
 9.10;0.04;00:08:37;086
 9.10;0.04;00:08:38;087
 9.10;0.04;00:08:39;087
 9.10;0.04;00:08:40;087
 9.10;0.04;00:08:41;087
 9.10;0.04;00:08:42;087
 9.10;0.04;00:08:43;087
 9.10;0.04;00:08:44;087
 9.10;0.04;00:08:45;087
 9.10;0.04;00:08:46;088
 9.10;0.04;00:08:47;087
 9.10;0.04;00:08:48;087
 9.11;0.04;00:08:49;087
 9.10;0.04;00:08:50;088
 9.11;0.04;00:08:51;087
 9.11;0.04;00:08:52;087
 9.11;0.04;00:08:53;087
 9.11;0.04;00:08:54;087
 9.11;0.04;00:08:55;087
 9.11;0.04;00:08:56;086
 9.11;0.04;00:08:57;087
 9.11;0.04;00:08:58;087
 9.11;0.04;00:08:59;086
 9.11;0.04;00:09:00;087
 9.11;0.04;00:09:01;088
 9.11;0.04;00:09:02;087
 9.11;0.04;00:09:03;087
 9.11;0.04;00:09:04;088
 9.11;0.04;00:09:05;088
 9.11;0.03;00:09:06;088
 9.11;0.04;00:09:07;087
 9.11;0.04;00:09:08;087
 9.11;0.04;00:09:09;087
 9.11;0.04;00:09:10;088
 9.11;0.04;00:09:11;088
 9.11;0.04;00:09:12;088
 9.11;0.04;00:09:13;089
 9.11;0.04;00:09:14;088
 9.12;0.04;00:09:15;088
 9.13;0.03;00:09:16;090
 9.13;0.04;00:09:17;089
 9.12;0.04;00:09:18;089
 9.13;0.03;00:09:19;089
 9.13;0.03;00:09:20;090
 9.13;0.03;00:09:21;090
 9.13;0.03;00:09:22;088
 9.13;0.04;00:09:23;089
 9.13;0.04;00:09:24;087
 9.13;0.04;00:09:25;089
 9.13;0.03;00:09:26;093
 9.13;0.04;00:09:27;092
 9.13;0.04;00:09:28;092
 9.13;0.04;00:09:29;088
 9.13;0.04;00:09:30;089
 9.13;0.04;00:09:31;088
 9.13;0.04;00:09:32;089
 9.13;0.03;00:09:33;090
 9.13;0.03;00:09:34;088
 9.13;0.03;00:09:35;089
 9.13;0.03;00:09:36;089
 9.13;0.04;00:09:37;089
 9.13;0.04;00:09:38;088
 9.13;0.04;00:09:39;088
 9.13;0.04;00:09:40;088
 9.13;0.04;00:09:41;088
 9.13;0.04;00:09:42;088
